1.950000	-1.950000
2.370000	-2.370000
0.830000	-0.830000
0.410000	-0.410000
2.650000	-2.650000
2.090000	-2.090000
1.950000	-1.950000
1.250000	-1.250000
-0.010000	0.010000
-0.010000	0.010000
3.630000	-3.630000
7.700000	-7.700000
8.830000	-8.830000
11.680000	-11.680000
-3.930000	3.930000
-0.150000	0.150000
-1.690000	1.690000
7.280000	-7.280000
21.920000	-21.920000
5.170000	-5.170000
2.090000	-2.090000
0.690000	-0.690000
1.530000	-1.530000
-1.970000	1.970000
-2.950000	2.950000
-5.060000	5.060000
-8.580000	8.580000
-10.280000	10.280000
-5.060000	5.060000
-17.340000	17.340000
-6.040000	6.040000
-0.010000	0.010000
0.410000	-0.410000
0.830000	-0.830000
-0.990000	0.990000
-3.510000	3.510000
-0.290000	0.290000
5.170000	-5.170000
8.130000	-8.130000
8.270000	-8.270000
7.420000	-7.420000
6.290000	-6.290000
19.379999	-19.379999
6.430000	-6.430000
-2.390000	2.390000
-2.110000	2.110000
0.130000	-0.130000
1.810000	-1.810000
-0.710000	0.710000
-3.370000	3.370000
-3.230000	3.230000
-1.830000	1.830000
-2.530000	2.530000
-2.110000	2.110000
-5.060000	5.060000
-9.290000	9.290000
-16.900000	16.900000
7.420000	-7.420000
-8.440000	8.440000
-2.250000	2.250000
-4.350000	4.350000
-3.370000	3.370000
0.830000	-0.830000
-0.570000	0.570000
0.550000	-0.550000
0.410000	-0.410000
-0.990000	0.990000
-0.430000	0.430000
-1.970000	1.970000
0.270000	-0.270000
0.550000	-0.550000
1.110000	-1.110000
2.650000	-2.650000
4.470000	-4.470000
6.150000	-6.150000
3.770000	-3.770000
2.790000	-2.790000
1.810000	-1.810000
3.350000	-3.350000
3.630000	-3.630000
2.650000	-2.650000
6.860000	-6.860000
1.530000	-1.530000
0.550000	-0.550000
-1.550000	1.550000
-0.430000	0.430000
0.410000	-0.410000
-0.570000	0.570000
-1.270000	1.270000
-0.710000	0.710000
0.130000	-0.130000
0.550000	-0.550000
0.830000	-0.830000
-0.150000	0.150000
-0.290000	0.290000
-2.390000	2.390000
-2.810000	2.810000
-11.700000	11.700000
-7.310000	7.310000
-3.090000	3.090000
-0.570000	0.570000
-76.989998	76.989998
-17.200001	17.200001
6.290000	-6.290000
-1.550000	1.550000
-1.550000	1.550000
-4.350000	4.350000
-4.630000	4.630000
0.410000	-0.410000
1.530000	-1.530000
0.970000	-0.970000
-0.430000	0.430000
-0.290000	0.290000
0.410000	-0.410000
2.930000	-2.930000
2.930000	-2.930000
1.950000	-1.950000
-0.430000	0.430000
-3.510000	3.510000
-0.990000	0.990000
1.250000	-1.250000
0.690000	-0.690000
4.050000	-4.050000
4.050000	-4.050000
9.400000	-9.400000
8.410000	-8.410000
8.130000	-8.130000
8.270000	-8.270000
17.020000	-17.020000
4.610000	-4.610000
-0.290000	0.290000
-2.670000	2.670000
-1.830000	1.830000
-0.290000	0.290000
-1.130000	1.130000
-3.650000	3.650000
-3.230000	3.230000
-1.830000	1.830000
-2.670000	2.670000
-0.010000	0.010000
-3.650000	3.650000
-5.620000	5.620000
-6.460000	6.460000
-5.340000	5.340000
-16.459999	16.459999
4.470000	-4.470000
-2.110000	2.110000
-1.550000	1.550000
-2.110000	2.110000
-1.550000	1.550000
-1.690000	1.690000
-2.390000	2.390000
-5.340000	5.340000
-5.340000	5.340000
-0.990000	0.990000
5.450000	-5.450000
10.960000	-10.960000
11.680000	-11.680000
9.830000	-9.830000
7.280000	-7.280000
4.470000	-4.470000
3.490000	-3.490000
1.950000	-1.950000
1.950000	-1.950000
1.810000	-1.810000
0.830000	-0.830000
-0.150000	0.150000
0.410000	-0.410000
0.690000	-0.690000
1.390000	-1.390000
0.130000	-0.130000
-1.690000	1.690000
-3.090000	3.090000
-4.210000	4.210000
-1.830000	1.830000
-0.150000	0.150000
-2.390000	2.390000
-4.490000	4.490000
-6.600000	6.600000
-5.200000	5.200000
-8.010000	8.010000
-2.670000	2.670000
0.970000	-0.970000
-0.710000	0.710000
-1.550000	1.550000
-0.570000	0.570000
-0.990000	0.990000
-0.010000	0.010000
-0.710000	0.710000
-1.270000	1.270000
-2.390000	2.390000
-1.830000	1.830000
1.530000	-1.530000
5.730000	-5.730000
6.430000	-6.430000
4.890000	-4.890000
4.050000	-4.050000
1.670000	-1.670000
-1.130000	1.130000
1.810000	-1.810000
2.230000	-2.230000
3.910000	-3.910000
5.030000	-5.030000
2.790000	-2.790000
1.670000	-1.670000
1.390000	-1.390000
3.910000	-3.910000
3.770000	-3.770000
-3.650000	3.650000
-3.230000	3.230000
-2.110000	2.110000
-3.090000	3.090000
-4.210000	4.210000
2.370000	-2.370000
1.810000	-1.810000
0.690000	-0.690000
2.090000	-2.090000
1.250000	-1.250000
1.250000	-1.250000
1.390000	-1.390000
1.530000	-1.530000
1.250000	-1.250000
1.810000	-1.810000
1.110000	-1.110000
1.530000	-1.530000
1.670000	-1.670000
1.530000	-1.530000
1.390000	-1.390000
1.670000	-1.670000
1.250000	-1.250000
1.810000	-1.810000
1.390000	-1.390000
2.090000	-2.090000
3.350000	-3.350000
0.970000	-0.970000
-4.920000	4.920000
-4.350000	4.350000
-0.990000	0.990000
0.690000	-0.690000
0.550000	-0.550000
-3.370000	3.370000
-6.740000	6.740000
-6.600000	6.600000
-6.880000	6.880000
-3.930000	3.930000
-0.010000	0.010000
0.970000	-0.970000
2.790000	-2.790000
1.390000	-1.390000
2.090000	-2.090000
-0.710000	0.710000
1.390000	-1.390000
1.110000	-1.110000
0.690000	-0.690000
0.550000	-0.550000
-0.430000	0.430000
0.130000	-0.130000
-1.970000	1.970000
3.350000	-3.350000
-2.670000	2.670000
-0.010000	0.010000
2.650000	-2.650000
4.470000	-4.470000
5.030000	-5.030000
5.870000	-5.870000
1.810000	-1.810000
3.770000	-3.770000
